Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nSXL_mean,nSXL_var,nSXL_stdev,nSXL_max,nSXL_min,nSXL_median,nSXL_muc,nSXL_notempty,cSXL_mean,cSXL_var,cSXL_stdev,cSXL_max,cSXL_min,cSXL_median,cSXL_muc,cSXL_notempty
396,2972.000000,1312452.000000,1601320.000000,4458.000000,441.605653,538.802153,1.500000,3715.000000,177863.666218,192957.825034,-35103.876178,0.000000,0.000000,0.086941,4.162512,4.515758,-0.821530,0.000000,0.000000,8.765211,18.876487,1.575552,8.765211,4.344708,1.163619,19.000000,18.000000,2.000000,539,442,2,521,423,0,553,458,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.949192,     9.665880,     3.109000,    36.000000,     0.000000,     0.000000,  2821.000000,490
397,1428.000000,624484.000000,979572.000000,2142.000000,437.313725,685.974790,1.500000,1785.000000,46891.092437,43595.450980,-13532.705882,0.000000,0.000000,0.111003,2.915990,2.711046,-0.841551,0.000000,0.000000,5.738039,7.821793,0.798907,5.738039,2.796747,0.927895,13.000000,14.000000,2.000000,686,437,2,674,424,0,700,447,3,1.428571,   362.498749,    19.039400,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.021008,    49.949103,     7.067468,    91.000000,     0.000000,     0.000000,  2886.000000,374
398,4316.000000,1922440.000000,2039064.000000,6474.000000,445.421687,472.443003,1.500000,5395.000000,467808.978684,319276.530120,-60682.265060,0.000000,0.000000,0.076774,6.657226,4.543513,-0.863548,0.000000,0.000000,11.277513,30.361405,2.264957,11.277513,5.510118,1.313268,19.000000,24.000000,2.000000,472,445,2,453,426,0,496,462,3,0.025023,     2.374808,     1.541041,   101.000000,     0.000000,     0.000000,   108.000000,2,1.159639,    21.717499,     4.660204,    70.000000,     0.000000,     0.000000,  5005.000000,732
399,1760.000000,777280.000000,63448.000000,2640.000000,441.636364,36.050000,1.500000,2200.000000,45211.600000,109047.272727,-20232.000000,0.000000,0.000000,0.103531,2.127647,5.131739,-0.952113,0.000000,0.000000,7.362918,10.763587,1.036559,7.362918,3.280791,1.012041,18.000000,11.000000,2.000000,36,442,2,25,427,0,47,460,3,1.593750,   404.095811,    20.102134,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.946591,    30.406469,     5.514206,    58.000000,     0.000000,     0.000000,  3426.000000,475
400,1412.000000,621172.000000,80852.000000,2118.000000,439.923513,57.260623,1.500000,1765.000000,47352.090652,40243.739377,1596.147309,0.000000,0.000000,0.111421,2.989232,2.540497,0.100761,0.000000,0.000000,5.641149,8.200107,0.845011,5.641149,2.863583,0.945411,13.000000,11.000000,2.000000,57,440,2,46,427,0,68,449,3,2.167139,   548.312229,    23.416068,   255.000000,     0.000000,     0.000000,  3060.000000,12,2.773371,    56.003883,     7.483574,    77.000000,     0.000000,     0.000000,  3916.000000,485
401,4596.000000,2083852.000000,842948.000000,6894.000000,453.405570,183.409051,1.500000,5745.000000,540878.983464,563084.017406,238805.528285,0.000000,0.000000,0.075182,7.078264,7.368852,3.125151,0.000000,0.000000,14.522298,43.478280,3.187144,14.522298,6.593806,1.471637,26.000000,28.000000,2.000000,183,453,2,155,427,0,202,477,3,1.220627,   309.837276,    17.602195,   255.000000,     0.000000,     0.000000,  5610.000000,22,2.725196,    63.739700,     7.983715,    97.000000,     0.000000,     0.000000, 12525.000000,1432
402,1456.000000,639348.000000,1095352.000000,2184.000000,439.112637,752.302198,1.500000,1820.000000,60059.032967,39353.527473,21610.439560,0.000000,0.000000,0.110287,3.639400,2.384708,1.309529,0.000000,0.000000,6.134395,7.628419,0.768041,6.134395,2.761959,0.915788,12.000000,14.000000,2.000000,752,439,2,740,427,0,766,449,3,2.101648,   531.868698,    23.062279,   255.000000,     0.000000,     0.000000,  3060.000000,12,3.228709,    94.377210,     9.714793,    99.000000,     0.000000,     0.000000,  4701.000000,493
403,1452.000000,642004.000000,736916.000000,2178.000000,442.151515,507.517906,1.500000,1815.000000,51282.534435,40266.666667,-4981.939394,0.000000,0.000000,0.110388,3.118990,2.449008,-0.303000,0.000000,0.000000,5.678386,8.161261,0.833055,5.678386,2.856792,0.940931,12.000000,13.000000,2.000000,508,442,2,496,430,0,521,452,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.471074,   136.039824,    11.663611,   121.000000,     0.000000,     0.000000,  5040.000000,343
404,16.000000,6904.000000,11304.000000,24.000000,431.500000,706.500000,1.500000,20.000000,20.000000,20.000000,-20.000000,0.000000,0.000000,0.496063,0.496063,0.496063,-0.496063,0.000000,0.000000,1.488188,0.492157,0.000000,1.488188,0.701539,-0.000000,2.000000,2.000000,2.000000,707,432,2,705,430,0,708,433,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.375000,     7.583333,     2.753785,    10.000000,     0.000000,     0.000000,    22.000000,5
405,2744.000000,1228912.000000,1648576.000000,4116.000000,447.854227,600.793003,1.500000,3430.000000,147378.425656,171885.690962,-36754.798834,0.000000,0.000000,0.089286,3.836381,4.474326,-0.956758,0.000000,0.000000,8.399993,16.991861,1.450878,8.399993,4.122119,1.132080,19.000000,17.000000,2.000000,601,448,2,586,432,0,618,467,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.020773,    74.298876,     8.619680,    81.000000,     0.000000,     0.000000,  8289.000000,684
406,1924.000000,859340.000000,448640.000000,2886.000000,446.642412,233.180873,1.500000,2405.000000,64901.056133,92865.979210,-8987.559252,0.000000,0.000000,0.100502,2.712137,3.880758,-0.375579,0.000000,0.000000,6.693397,11.046688,1.043622,6.693397,3.323656,1.014334,14.000000,12.000000,2.000000,233,447,2,221,433,0,244,458,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.566528,    74.445390,     8.628174,   110.000000,     0.000000,     0.000000,  4938.000000,490
407,3080.000000,1388048.000000,2176328.000000,4620.000000,450.664935,706.600000,1.500000,3850.000000,234395.200000,193494.212987,-93452.800000,0.000000,0.000000,0.085913,5.230555,4.317845,-2.085410,0.000000,0.000000,9.634313,19.056124,1.566695,9.634313,4.365332,1.161435,18.000000,19.000000,2.000000,707,451,2,689,433,0,726,466,3,2.649351,   668.782494,    25.860829,   255.000000,     0.000000,     0.000000,  8160.000000,32,2.343831,    67.849588,     8.237086,   131.000000,     0.000000,     0.000000,  7219.000000,965
408,1676.000000,744420.000000,1451448.000000,2514.000000,444.164678,866.019093,1.500000,2095.000000,80207.389021,59878.548926,-26109.269690,0.000000,0.000000,0.105233,4.028862,3.007733,-1.311483,0.000000,0.000000,7.141827,11.138233,1.094187,7.141827,3.337399,1.030458,15.000000,14.000000,2.000000,866,444,2,852,433,0,880,459,3,6.238067,  1552.720007,    39.404568,   255.000000,     0.000000,     0.000000, 10455.000000,41,1.042959,    16.075765,     4.009459,    67.000000,     0.000000,     0.000000,  1748.000000,407
409,1292.000000,575804.000000,274304.000000,1938.000000,445.668731,212.309598,1.500000,1615.000000,29908.160991,47070.216718,-13531.492260,0.000000,0.000000,0.114768,2.125395,3.345000,-0.961603,0.000000,0.000000,5.585164,6.812597,0.709816,5.585164,2.610095,0.892035,12.000000,10.000000,2.000000,212,446,2,203,434,0,222,457,3,2.565789,   648.194739,    25.459669,   255.000000,     0.000000,     0.000000,  3315.000000,13,2.095975,    42.086831,     6.487436,    55.000000,     0.000000,     0.000000,  2708.000000,312
410,4484.000000,2036656.000000,1685572.000000,6726.000000,454.205174,375.908118,1.500000,5605.000000,357886.144514,460883.239964,26600.531668,0.000000,0.000000,0.075803,4.840134,6.233091,0.359752,0.000000,0.000000,11.149028,30.878962,2.277099,11.149028,5.556884,1.315610,20.000000,19.000000,2.000000,376,454,2,358,434,0,395,474,3,0.067797,     6.688688,     2.586250,   111.000000,     0.000000,     0.000000,   304.000000,4,0.423283,     2.325365,     1.524915,    22.000000,     0.000000,     0.000000,  1898.000000,555
411,1084.000000,483552.000000,276344.000000,1626.000000,446.081181,254.929889,1.500000,1355.000000,19494.671587,36072.856089,-2005.830258,0.000000,0.000000,0.121684,1.750694,3.239476,-0.180131,0.000000,0.000000,5.111854,6.246108,0.686162,5.111854,2.499222,0.882014,11.000000,8.000000,2.000000,255,446,2,247,436,0,263,457,3,0.102399,    11.366236,     3.371385,   111.000000,     0.000000,     0.000000,   111.000000,1,4.640221,   127.571271,    11.294745,    98.000000,     0.000000,     0.000000,  5030.000000,361
412,2104.000000,949376.000000,30796.000000,3156.000000,451.224335,14.636882,1.500000,2630.000000,80302.577947,115254.114068,28719.391635,0.000000,0.000000,0.097550,2.978529,4.274928,1.065240,0.000000,0.000000,7.351007,12.305836,1.131412,7.351007,3.507967,1.042014,14.000000,14.000000,2.000000,15,451,2,3,437,0,29,465,3,2.422529,   596.344923,    24.420174,   255.000000,     0.000000,     0.000000,  5097.000000,22,1.071293,    12.181315,     3.490174,    37.000000,     0.000000,     0.000000,  2254.000000,472
413,3284.000000,1491532.000000,1347448.000000,4926.000000,454.181486,410.306943,1.500000,4105.000000,219682.601705,251999.834348,-67606.937881,0.000000,0.000000,0.084096,4.500473,5.162532,-1.385013,0.000000,0.000000,9.747100,22.128193,1.792556,9.747100,4.704061,1.214761,19.000000,18.000000,2.000000,410,454,2,395,438,0,428,473,3,0.068819,    14.748842,     3.840422,   220.000000,     0.000000,     0.000000,   226.000000,2,0.674482,     6.105703,     2.470972,    30.000000,     0.000000,     0.000000,  2215.000000,482
414,2052.000000,941012.000000,219896.000000,3078.000000,458.582846,107.161793,1.500000,2565.000000,63870.284600,164602.916179,-56065.504873,0.000000,0.000000,0.098367,2.449415,6.312495,-2.150103,0.000000,0.000000,8.860277,11.700863,1.066201,8.860277,3.420652,1.021597,18.000000,13.000000,2.000000,107,459,2,94,441,0,119,477,3,0.869883,   221.171262,    14.871828,   255.000000,     0.000000,     0.000000,  1785.000000,7,2.318226,    57.863090,     7.606779,    75.000000,     0.000000,     0.000000,  4757.000000,531
415,2188.000000,996980.000000,960344.000000,3282.000000,455.658135,438.914077,1.500000,2735.000000,82803.846435,125572.285192,-21368.270567,0.000000,0.000000,0.096286,2.915104,4.420764,-0.752269,0.000000,0.000000,7.432154,13.027419,1.186341,7.432154,3.609352,1.058611,15.000000,14.000000,2.000000,439,456,2,425,441,0,450,469,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.138940,    15.573737,     3.946357,    32.000000,     0.000000,     0.000000,  2492.000000,354
416,3752.000000,1754436.000000,2989888.000000,5628.000000,467.600213,796.878465,1.500000,4690.000000,187704.579957,534068.319829,-56770.302772,0.000000,0.000000,0.080443,3.219520,9.160371,-0.973728,0.000000,0.000000,12.460334,29.539726,2.296157,12.460334,5.435046,1.319271,27.000000,15.000000,2.000000,797,468,2,782,441,0,812,490,3,0.679638,   172.891742,    13.148830,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.819030,    31.483370,     5.611004,    66.000000,     0.000000,     0.000000,  6825.000000,1024
417,2740.000000,1244604.000000,1739264.000000,4110.000000,454.235036,634.767883,1.500000,3425.000000,209248.373723,125396.636496,-35858.516788,0.000000,0.000000,0.089329,5.457512,3.270533,-0.935244,0.000000,0.000000,8.817373,17.753957,1.516299,8.817373,4.213544,1.148845,16.000000,20.000000,2.000000,635,454,2,617,443,0,655,470,3,0.156569,    24.160581,     4.915341,   208.000000,     0.000000,     0.000000,   429.000000,4,3.906569,   100.171625,    10.008578,    92.000000,     0.000000,     0.000000, 10704.000000,817
418,2912.000000,1343228.000000,1960572.000000,4368.000000,461.273352,673.273352,1.500000,3640.000000,251210.412088,224034.412088,128166.412088,0.000000,0.000000,0.087535,6.041097,5.387570,3.082140,0.000000,0.000000,11.516201,24.047646,2.017430,11.516201,4.903840,1.263571,21.000000,22.000000,2.000000,673,461,2,651,444,0,691,482,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.379464,    75.918135,     8.713101,   141.000000,     0.000000,     0.000000,  6929.000000,725
419,2416.000000,1115776.000000,187796.000000,3624.000000,461.827815,77.730132,1.500000,3020.000000,118780.046358,148816.370861,-27240.264901,0.000000,0.000000,0.093156,3.663934,4.590445,-0.840263,0.000000,0.000000,8.347535,16.881989,1.501027,8.347535,4.108770,1.144976,17.000000,17.000000,2.000000,78,462,2,65,445,0,95,478,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.495861,    22.436422,     4.736710,    54.000000,     0.000000,     0.000000,  3614.000000,622
420,4000.000000,1877960.000000,511872.000000,6000.000000,469.490000,127.968000,1.500000,5000.000000,349691.904000,509495.600000,-180909.280000,0.000000,0.000000,0.078745,5.507302,8.024053,-2.849143,0.000000,0.000000,13.610100,37.138799,2.840592,13.610100,6.094161,1.416238,24.000000,27.000000,2.000000,128,469,2,108,445,0,155,493,3,1.338750,   339.673917,    18.430245,   255.000000,     0.000000,     0.000000,  5355.000000,21,2.044500,    50.269087,     7.090070,   107.000000,     0.000000,     0.000000,  8178.000000,1170
421,2652.000000,1219648.000000,1981940.000000,3978.000000,459.897436,747.337858,1.500000,3315.000000,191617.279035,156676.102564,25567.897436,0.000000,0.000000,0.090306,5.219994,4.268134,0.696515,0.000000,0.000000,9.578434,22.651340,1.968184,9.578434,4.759342,1.253204,19.000000,21.000000,2.000000,747,460,2,729,445,0,768,479,3,1.815988,   456.484422,    21.365496,   255.000000,     0.000000,     0.000000,  4816.000000,20,2.724359,    59.240100,     7.696759,    59.000000,     0.000000,     0.000000,  7225.000000,857
422,4420.000000,2054804.000000,2507000.000000,6630.000000,464.887783,567.194570,1.500000,5525.000000,394260.669683,466216.340271,-98463.493213,0.000000,0.000000,0.076167,5.435261,6.427239,-1.357414,0.000000,0.000000,11.938668,33.994689,2.520468,11.938668,5.830496,1.360903,22.000000,25.000000,2.000000,567,465,2,550,446,0,592,487,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.467195,    63.230650,     7.951770,   122.000000,     0.000000,     0.000000, 10905.000000,1151
423,3416.000000,1612940.000000,2633008.000000,5124.000000,472.172131,770.786885,1.500000,4270.000000,186404.852459,477502.786885,-169154.688525,0.000000,0.000000,0.082999,3.623265,9.281513,-3.287963,0.000000,0.000000,12.987776,23.889757,1.893918,12.987776,4.887715,1.237239,25.000000,15.000000,2.000000,771,472,2,756,447,0,786,495,3,1.492974,   378.590287,    19.457397,   255.000000,     0.000000,     0.000000,  5100.000000,20,3.323478,    95.398406,     9.767211,    98.000000,     0.000000,     0.000000, 11353.000000,1133
424,1732.000000,800712.000000,91664.000000,2598.000000,462.304850,52.923788,1.500000,2165.000000,70953.939954,55911.039261,4336.240185,0.000000,0.000000,0.104086,3.411243,2.688028,0.208473,0.000000,0.000000,6.203357,9.760906,0.949898,6.203357,3.124245,0.983012,12.000000,16.000000,2.000000,53,462,2,37,451,0,65,474,3,0.588915,   149.912945,    12.243894,   255.000000,     0.000000,     0.000000,  1020.000000,4,2.372402,    64.592028,     8.036917,    84.000000,     0.000000,     0.000000,  4109.000000,588
425,1516.000000,704888.000000,479464.000000,2274.000000,464.965699,316.269129,1.500000,1895.000000,37650.195251,71746.216359,18717.994723,0.000000,0.000000,0.108812,2.161897,4.119711,1.074799,0.000000,0.000000,6.390420,8.434713,0.843424,6.390420,2.904258,0.944819,14.000000,10.000000,2.000000,316,465,2,306,451,0,325,479,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.949868,    55.997485,     7.483147,    90.000000,     0.000000,     0.000000,  2956.000000,256
426,1936.000000,899132.000000,659800.000000,2904.000000,464.427686,340.805785,1.500000,2420.000000,102270.975207,80977.876033,-43319.190083,0.000000,0.000000,0.100294,4.238497,3.356031,-1.795312,0.000000,0.000000,7.694822,11.763069,1.103373,7.694822,3.429733,1.033334,14.000000,16.000000,2.000000,341,464,2,327,451,0,357,478,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.316632,    23.644912,     4.862603,    52.000000,     0.000000,     0.000000,  2549.000000,305
427,1540.000000,710188.000000,1342448.000000,2310.000000,461.161039,871.719481,1.500000,1925.000000,102646.815584,29136.062338,-21874.431169,0.000000,0.000000,0.108244,5.771887,1.638337,-1.230011,0.000000,0.000000,7.518468,8.745479,0.859821,7.518468,2.957276,0.950902,10.000000,17.000000,2.000000,872,461,2,855,451,0,885,469,3,2.814935,   710.345846,    26.652314,   255.000000,     0.000000,     0.000000,  4335.000000,17,1.526623,    29.051273,     5.389923,    65.000000,     0.000000,     0.000000,  2351.000000,412
428,3528.000000,1644832.000000,1016100.000000,5292.000000,466.222222,288.010204,1.500000,4410.000000,496179.632653,175049.777778,48268.000000,0.000000,0.000000,0.082111,9.238487,3.259293,0.898713,0.000000,0.000000,12.579891,30.329456,2.406115,12.579891,5.507219,1.340002,18.000000,26.000000,2.000000,288,466,2,262,452,0,310,484,3,0.095522,    17.217128,     4.149353,   220.000000,     0.000000,     0.000000,   337.000000,3,2.407313,    84.037338,     9.167188,   122.000000,     0.000000,     0.000000,  8493.000000,762
429,1412.000000,651548.000000,719472.000000,2118.000000,461.436261,509.541076,1.500000,1765.000000,62534.617564,33499.263456,-441.303116,0.000000,0.000000,0.111421,3.947671,2.114734,-0.027858,0.000000,0.000000,6.173825,9.022972,0.930082,6.173825,3.003826,0.976129,13.000000,15.000000,2.000000,510,461,2,495,454,0,523,474,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.850567,    11.815358,     3.437347,    33.000000,     0.000000,     0.000000,  1201.000000,225
430,1736.000000,813924.000000,1258716.000000,2604.000000,468.850230,725.066820,1.500000,2170.000000,56468.248848,75269.059908,5317.373272,0.000000,0.000000,0.104006,2.706479,3.607587,0.254858,0.000000,0.000000,6.418073,10.355611,1.008749,6.418073,3.218014,1.002908,15.000000,16.000000,2.000000,725,469,2,712,454,0,741,483,3,1.222350,   281.812203,    16.787263,   255.000000,     0.000000,     0.000000,  2122.000000,11,2.294931,    53.172908,     7.291976,    82.000000,     0.000000,     0.000000,  3984.000000,542
431,1128.000000,527720.000000,190432.000000,1692.000000,467.836879,168.822695,1.500000,1410.000000,26348.539007,28137.985816,6427.375887,0.000000,0.000000,0.120081,2.243939,2.396335,0.547379,0.000000,0.000000,4.760355,5.634814,0.609723,4.760355,2.373776,0.847964,11.000000,10.000000,2.000000,169,468,2,160,457,0,179,478,3,7.007979,  1739.464887,    41.706893,   255.000000,     0.000000,     0.000000,  7905.000000,31,2.186170,    42.969746,     6.555131,    88.000000,     0.000000,     0.000000,  2466.000000,408
432,4452.000000,2117552.000000,2150360.000000,6678.000000,475.640611,483.009883,1.500000,5565.000000,808939.565139,239312.977538,125735.813118,0.000000,0.000000,0.075984,11.045258,3.267579,1.716796,0.000000,0.000000,14.388821,34.231413,2.518419,14.388821,5.850762,1.360534,19.000000,29.000000,2.000000,483,476,2,454,457,0,508,490,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.066487,    42.987266,     6.556467,    66.000000,     0.000000,     0.000000,  9200.000000,953
433,2048.000000,970712.000000,517660.000000,3072.000000,473.980469,252.763672,1.500000,2560.000000,57193.617188,154463.218750,27066.546875,0.000000,0.000000,0.098431,2.199080,5.939070,1.040702,0.000000,0.000000,8.236581,12.778478,1.178954,8.236581,3.574700,1.056410,23.000000,13.000000,2.000000,253,474,2,242,458,0,266,497,3,0.110352,    23.649761,     4.863102,   220.000000,     0.000000,     0.000000,   226.000000,2,2.301758,    50.647540,     7.116708,    74.000000,     0.000000,     0.000000,  4714.000000,482
434,3972.000000,1895224.000000,2107992.000000,5958.000000,477.146022,530.712991,1.500000,4965.000000,355732.809668,334415.307150,-119481.534743,0.000000,0.000000,0.078930,5.655161,5.316272,-1.899423,0.000000,0.000000,11.050362,27.322531,2.088207,11.050362,5.227096,1.278178,19.000000,21.000000,2.000000,531,477,2,510,458,0,549,494,3,0.056898,    12.194193,     3.492018,   220.000000,     0.000000,     0.000000,   226.000000,2,1.695619,    46.424831,     6.813577,    97.000000,     0.000000,     0.000000,  6735.000000,714
435,3260.000000,1559276.000000,2006016.000000,4890.000000,478.305521,615.342331,1.500000,4075.000000,188173.958282,267275.700613,32795.038037,0.000000,0.000000,0.084302,3.892865,5.529290,0.678450,0.000000,0.000000,9.506457,21.858791,1.775777,9.506457,4.675339,1.210959,20.000000,18.000000,2.000000,615,478,2,597,458,0,632,497,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.325460,    54.093798,     7.354849,    92.000000,     0.000000,     0.000000,  7581.000000,695
436,736.000000,343480.000000,156164.000000,1104.000000,466.684783,212.179348,1.500000,920.000000,10060.326087,12446.869565,181.608696,0.000000,0.000000,0.138447,1.513939,1.873080,0.027330,0.000000,0.000000,3.525466,3.303905,0.392495,3.525466,1.817665,0.732169,9.000000,7.000000,2.000000,212,467,2,206,460,0,219,476,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.994565,    86.500651,     9.300573,   118.000000,     0.000000,     0.000000,  2204.000000,194
437,1872.000000,890820.000000,428672.000000,2808.000000,475.865385,228.991453,1.500000,2340.000000,53103.863248,124826.076923,-33358.153846,0.000000,0.000000,0.101424,2.301716,5.410419,-1.445864,0.000000,0.000000,7.813558,11.144918,1.051030,7.813558,3.338400,1.016729,19.000000,11.000000,2.000000,229,476,2,219,462,0,240,495,3,0.120726,    25.873178,     5.086568,   220.000000,     0.000000,     0.000000,   226.000000,2,3.067308,    90.216739,     9.498249,   120.000000,     0.000000,     0.000000,  5742.000000,465
438,2780.000000,1325472.000000,1817212.000000,4170.000000,476.788489,653.673381,1.500000,3475.000000,205347.430216,121351.631655,6887.948201,0.000000,0.000000,0.088899,5.253268,3.104459,0.176210,0.000000,0.000000,8.446625,17.020494,1.447048,8.446625,4.125590,1.131083,14.000000,18.000000,2.000000,654,477,2,636,463,0,672,490,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.193165,    72.008374,     8.485775,    88.000000,     0.000000,     0.000000,  8877.000000,843
439,1360.000000,646204.000000,48540.000000,2040.000000,475.150000,35.691176,1.500000,1700.000000,49082.294118,41101.400000,23975.000000,0.000000,0.000000,0.112823,3.257414,2.727751,1.591134,0.000000,0.000000,6.097988,7.028971,0.716843,6.097988,2.651221,0.894969,12.000000,13.000000,2.000000,36,475,2,23,464,0,46,487,3,1.046324,   230.933099,    15.196483,   255.000000,     0.000000,     0.000000,  1423.000000,8,1.849265,    26.574024,     5.155000,    52.000000,     0.000000,     0.000000,  2515.000000,411
440,1500.000000,718132.000000,220480.000000,2250.000000,478.754667,146.986667,1.500000,1875.000000,61267.733333,58061.717333,-36540.906667,0.000000,0.000000,0.109198,3.568153,3.381439,-2.128095,0.000000,0.000000,7.058789,8.295582,0.822990,7.058789,2.880205,0.937126,14.000000,13.000000,2.000000,147,479,2,135,465,0,160,492,3,1.870000,   473.668879,    21.763935,   255.000000,     0.000000,     0.000000,  2805.000000,11,3.148667,    84.218711,     9.177075,   104.000000,     0.000000,     0.000000,  4723.000000,498
441,1844.000000,895060.000000,44960.000000,2766.000000,485.390456,24.381779,1.500000,2305.000000,124307.227766,133398.872017,98973.119306,0.000000,0.000000,0.101935,5.497288,5.899351,4.376928,0.000000,0.000000,11.498574,14.434654,1.352976,11.498574,3.799297,1.106021,19.000000,20.000000,2.000000,24,485,2,9,466,0,44,500,3,2.212581,   559.616206,    23.656209,   255.000000,     0.000000,     0.000000,  4080.000000,16,3.011388,    68.484406,     8.275531,    90.000000,     0.000000,     1.000000,  5553.000000,947
442,964.000000,460688.000000,859604.000000,1446.000000,477.892116,891.705394,1.500000,1205.000000,15872.331950,37028.780083,14633.360996,0.000000,0.000000,0.126537,1.666753,3.888392,1.536649,0.000000,0.000000,5.681682,4.822632,0.521295,5.681682,2.196049,0.804812,14.000000,9.000000,2.000000,892,478,2,884,466,0,901,492,3,1.058091,   268.972738,    16.400388,   255.000000,     0.000000,     0.000000,  1020.000000,4,0.240664,     0.643994,     0.802492,    12.000000,     0.000000,     0.000000,   232.000000,136
443,1924.000000,928244.000000,675216.000000,2886.000000,482.455301,350.943867,1.500000,2405.000000,84109.937630,99293.155925,-48018.827443,0.000000,0.000000,0.100502,3.514853,4.149342,-2.006649,0.000000,0.000000,7.764697,11.327955,1.061069,7.764697,3.365703,1.019956,15.000000,15.000000,2.000000,351,482,2,337,468,0,366,497,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.061850,    14.050775,     3.748436,    45.000000,     0.000000,     0.000000,  2043.000000,299
444,1804.000000,863404.000000,768064.000000,2706.000000,478.605322,425.756098,1.500000,2255.000000,121020.682927,40662.988914,-5329.658537,0.000000,0.000000,0.102683,5.510752,1.851615,-0.242689,0.000000,0.000000,7.465050,10.900880,1.041706,7.465050,3.301648,1.013713,10.000000,18.000000,2.000000,426,479,2,410,469,0,444,489,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.764412,     8.581739,     2.929461,    33.000000,     0.000000,     0.000000,  1379.000000,250
445,2788.000000,1347996.000000,1954904.000000,4182.000000,483.499283,701.185079,1.500000,3485.000000,220300.499283,122896.998565,-10161.629842,0.000000,0.000000,0.088814,5.614251,3.131970,-0.258964,0.000000,0.000000,8.835034,18.293384,1.555711,8.835034,4.277077,1.158714,15.000000,19.000000,2.000000,701,483,2,682,469,0,720,498,3,0.548780,   139.687968,    11.818966,   255.000000,     0.000000,     0.000000,  1530.000000,6,3.878766,   129.274856,    11.369910,   152.000000,     0.000000,     0.000000, 10814.000000,958
446,3016.000000,1475180.000000,273204.000000,4524.000000,489.118037,90.584881,1.500000,3770.000000,163884.270557,233521.978780,17895.782493,0.000000,0.000000,0.086517,3.760932,5.359027,0.410685,0.000000,0.000000,9.206476,20.775304,1.729145,9.206476,4.557993,1.200265,21.000000,17.000000,2.000000,91,489,2,74,470,0,108,510,3,0.084549,    21.560013,     4.643276,   255.000000,     0.000000,     0.000000,   255.000000,1,1.738727,    34.741001,     5.894150,    66.000000,     0.000000,     0.000000,  5244.000000,678
447,2680.000000,1305716.000000,1569300.000000,4020.000000,487.207463,585.559701,1.500000,3350.000000,152460.447761,157760.650746,-42887.194030,0.000000,0.000000,0.089991,4.095536,4.237916,-1.152076,0.000000,0.000000,8.423443,16.779192,1.442487,8.423443,4.096241,1.129893,17.000000,19.000000,2.000000,586,487,2,567,470,0,601,504,3,0.084328,    18.072767,     4.251208,   220.000000,     0.000000,     0.000000,   226.000000,2,2.840299,    61.587028,     7.847740,    81.000000,     0.000000,     0.000000,  7612.000000,880
448,4432.000000,2194648.000000,3778804.000000,6648.000000,495.182310,852.618231,1.500000,5540.000000,339670.046931,671596.693141,190656.469314,0.000000,0.000000,0.076099,4.665780,9.225195,2.618898,0.000000,0.000000,13.967073,37.241187,2.753560,13.967073,6.102556,1.401624,24.000000,20.000000,2.000000,853,495,2,834,471,0,873,519,3,2.870262,   721.766734,    26.865717,   255.000000,     0.000000,     0.000000, 12721.000000,51,1.528204,    32.801281,     5.727240,    86.000000,     0.000000,     0.000000,  6773.000000,1112
