Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nMS2_mean,nMS2_var,nMS2_stdev,nMS2_max,nMS2_min,nMS2_median,nMS2_muc,nMS2_notempty,cMS2_mean,cMS2_var,cMS2_stdev,cMS2_max,cMS2_min,cMS2_median,cMS2_muc,cMS2_notempty
356,2656.000000,1076292.000000,1214836.000000,3984.000000,405.230421,457.393072,1.500000,3320.000000,151865.632530,189510.981927,70651.439759,-0.000000,0.000000,0.090261,4.128783,5.152250,1.920806,-0.000000,0.000000,9.371294,18.420743,1.587063,9.371294,4.291939,1.166446,19.000000,18.000000,2.000000,457,405,2,439,387,0,473,424,3,2.400225,   606.524881,    24.627725,   255.000000,     0.000000,     0.000000,  6375.000000,25,1.124246,    20.006402,     4.472851,    57.000000,     0.000000,     0.000000,  2986.000000,565
357,3768.000000,1539416.000000,2664548.000000,5652.000000,408.549893,707.151804,1.500000,4710.000000,358133.167728,416668.619957,-245526.539278,-0.000000,0.000000,0.080329,6.107967,7.106290,-4.187459,-0.000000,0.000000,13.294586,26.931661,2.078128,13.294586,5.189572,1.276117,22.000000,23.000000,2.000000,707,409,2,687,387,0,730,431,3,9.880573,  2422.563381,    49.219542,   255.000000,     0.000000,     0.000000, 37230.000000,146,3.155520,    68.673444,     8.286944,    81.000000,     0.000000,     0.000000, 11890.000000,1598
358,1984.000000,793444.000000,1595884.000000,2976.000000,399.921370,804.377016,1.500000,2480.000000,79361.991935,93015.733870,14182.814516,0.000000,0.000000,0.099478,3.183393,3.731076,0.568905,0.000000,0.000000,7.013948,12.241673,1.149358,7.013948,3.498810,1.047494,15.000000,15.000000,2.000000,804,400,2,789,388,0,817,415,3,3.727318,   937.045627,    30.611201,   255.000000,     0.000000,     0.000000,  7395.000000,29,4.316532,   185.758556,    13.629327,   193.000000,     0.000000,     0.000000,  8564.000000,798
359,1096.000000,435444.000000,92748.000000,1644.000000,397.302919,84.624087,1.500000,1370.000000,28129.124087,28695.430656,11392.802919,0.000000,-0.000000,0.121238,2.489289,2.539405,1.008207,0.000000,-0.000000,5.149933,5.914504,0.643149,5.149933,2.431975,0.863184,13.000000,12.000000,2.000000,85,397,2,73,389,0,94,410,3,12.796532,  3102.195092,    55.697352,   255.000000,     0.000000,     0.000000, 14025.000000,55,6.471715,   241.831162,    15.550921,   127.000000,     0.000000,     0.000000,  7093.000000,453
360,1620.000000,645432.000000,938720.000000,2430.000000,398.414814,579.456790,1.500000,2025.000000,89793.975308,40313.244444,12829.037037,0.000000,0.000000,0.106431,4.719476,2.118821,0.674280,0.000000,0.000000,6.944730,10.272887,1.015900,6.944730,3.205134,1.005272,12.000000,14.000000,2.000000,579,398,2,565,390,0,593,410,3,7.398148,  1832.926617,    42.812692,   255.000000,     0.000000,     0.000000, 11985.000000,47,1.838271,    26.333308,     5.131599,    41.000000,     0.000000,     0.000000,  2978.000000,428
361,2360.000000,964440.000000,1956344.000000,3540.000000,408.661016,828.959322,1.500000,2950.000000,93628.094915,158344.813559,22451.457627,-0.000000,0.000000,0.093887,2.979821,5.039504,0.714543,-0.000000,0.000000,8.113212,15.259160,1.361949,8.113212,3.906297,1.108460,19.000000,15.000000,2.000000,829,409,2,816,390,0,844,425,3,5.726694,  1428.117303,    37.790439,   255.000000,     0.000000,     0.000000, 13515.000000,53,3.870338,   119.257449,    10.920505,   127.000000,     0.000000,     0.000000,  9134.000000,717
362,1524.000000,609628.000000,653556.000000,2286.000000,400.018372,428.842519,1.500000,1905.000000,75834.204724,32459.485564,-10515.590551,0.000000,0.000000,0.108621,4.323994,1.850809,-0.599589,0.000000,0.000000,6.283425,8.314098,0.830234,6.283425,2.883417,0.939868,10.000000,15.000000,2.000000,429,400,2,416,391,0,444,410,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.040026,     9.352960,     3.058260,    23.000000,     0.000000,     0.000000,  1585.000000,331
363,1980.000000,803920.000000,1264068.000000,2970.000000,406.020202,638.418181,1.500000,2475.000000,96009.745454,71087.191919,-18824.727272,0.000000,0.000000,0.099545,3.861550,2.859155,-0.757138,0.000000,0.000000,6.820251,11.136531,1.041994,6.820251,3.337144,1.013806,14.000000,15.000000,2.000000,638,406,2,623,392,0,652,418,3,8.628787,  2126.959150,    46.118967,   255.000000,     0.000000,     0.000000, 17085.000000,67,5.673232,   188.852744,    13.742370,   126.000000,     0.000000,     0.000000, 11233.000000,780
364,3684.000000,1509924.000000,95004.000000,5526.000000,409.859934,25.788273,1.500000,4605.000000,874038.853420,158019.726384,83034.749185,0.000000,-0.000000,0.080935,15.361651,2.777272,1.459375,0.000000,-0.000000,18.219859,42.001789,3.280599,18.219859,6.480878,1.485882,17.000000,30.000000,2.000000,26,410,2,0,393,0,56,424,3,6.229641,  1550.170981,    39.372210,   255.000000,     0.000000,     0.000000, 22950.000000,90,3.600705,   128.404463,    11.331569,   129.000000,     0.000000,     0.000000, 13265.000000,1195
365,1740.000000,703392.000000,388496.000000,2610.000000,404.248275,223.273563,1.500000,2175.000000,119793.783908,66468.744827,57089.820689,0.000000,0.000000,0.103926,5.724030,3.176034,2.727886,0.000000,0.000000,9.003991,11.663303,1.116000,9.003991,3.415157,1.037261,15.000000,19.000000,2.000000,223,404,2,205,393,0,242,419,3,10.698275,  2615.110175,    51.138147,   255.000000,     0.000000,     0.000000, 18615.000000,73,5.451149,   175.152873,    13.234533,   127.000000,     0.000000,     0.000000,  9485.000000,809
366,2608.000000,1060520.000000,1430488.000000,3912.000000,406.641104,548.500000,1.500000,3260.000000,138772.000000,165648.073619,40731.999999,0.000000,0.000000,0.090811,3.865672,4.614340,1.134642,0.000000,0.000000,8.570824,17.320197,1.502940,8.570824,4.161754,1.145461,18.000000,20.000000,2.000000,549,407,2,529,393,0,563,425,3,8.408742,  2074.317714,    45.544678,   255.000000,     0.000000,     0.000000, 21930.000000,86,3.592024,   155.850369,    12.484004,   188.000000,     0.000000,     0.000000,  9368.000000,791
367,532.000000,214288.000000,390388.000000,798.000000,402.796992,733.812030,1.500000,665.000000,9529.203007,7078.075187,3539.699248,0.000000,0.000000,0.154266,2.210587,1.641974,0.821140,0.000000,0.000000,4.006828,3.549778,0.455929,4.006828,1.884085,0.769660,9.000000,10.000000,2.000000,734,403,2,726,394,0,744,409,3,5.272556,  1319.181693,    36.320540,   255.000000,     0.000000,     0.000000,  2805.000000,11,2.071428,    22.141781,     4.705505,    31.000000,     0.000000,     0.000000,  1102.000000,203
368,2444.000000,1008672.000000,162992.000000,3666.000000,412.713584,66.690671,1.500000,3055.000000,110058.147299,150963.509001,-30744.530278,0.000000,0.000000,0.092798,3.343135,4.585679,-0.933898,0.000000,0.000000,8.021613,15.194166,1.341722,8.021613,3.897969,1.102945,17.000000,16.000000,2.000000,67,413,2,53,396,0,83,430,3,7.616612,  1884.994582,    43.416524,   255.000000,     0.000000,     0.000000, 18615.000000,73,3.815875,   200.208409,    14.149502,   175.000000,     0.000000,     0.000000,  9326.000000,815
369,528.000000,212696.000000,147496.000000,792.000000,402.833333,279.348484,1.500000,660.000000,9823.878787,3569.333333,-1521.333333,0.000000,0.000000,0.154655,2.301995,0.836389,-0.356488,0.000000,0.000000,3.293040,2.283648,0.278113,3.293040,1.511174,0.652741,6.000000,8.000000,2.000000,279,403,2,271,397,0,287,407,3,4.346590,  1091.555168,    33.038691,   255.000000,     0.000000,     0.000000,  2295.000000,9,3.840909,   141.519234,    11.896185,    96.000000,     0.000000,     0.000000,  2028.000000,153
370,5760.000000,2387296.000000,2056536.000000,8640.000000,414.461111,357.037499,1.500000,7200.000000,1283815.899999,494671.288888,400116.399999,0.000000,-0.000000,0.069732,12.433863,4.790932,3.875160,0.000000,-0.000000,17.294528,45.754063,3.106791,17.294528,6.764174,1.459163,21.000000,33.000000,2.000000,357,414,2,324,397,0,385,435,3,3.364583,   846.795342,    29.099748,   255.000000,     0.000000,     0.000000, 19380.000000,76,1.509895,    38.860815,     6.233844,    94.000000,     0.000000,     0.000000,  8697.000000,1034
371,2892.000000,1204944.000000,1510776.000000,4338.000000,416.647302,522.398340,1.500000,3615.000000,148309.112033,201540.248962,-2617.692946,0.000000,0.000000,0.087735,3.599455,4.891372,-0.063531,0.000000,0.000000,8.578563,18.347190,1.544348,8.578563,4.283362,1.155886,18.000000,16.000000,2.000000,522,417,2,508,399,0,538,433,3,5.025933,  1256.787635,    35.451200,   255.000000,     0.000000,     0.000000, 14535.000000,57,1.728907,    32.186600,     5.673323,    95.000000,     0.000000,     0.000000,  5000.000000,790
372,4804.000000,2013352.000000,943596.000000,7206.000000,419.099084,196.418817,1.500000,6005.000000,627833.338884,417020.835969,171076.642797,0.000000,0.000000,0.074081,7.745338,5.144625,2.110506,0.000000,0.000000,12.964044,36.347530,2.621934,12.964044,6.028891,1.378924,23.000000,25.000000,2.000000,196,419,2,171,401,0,221,442,3,9.395295,  2308.009230,    48.041744,   255.000000,     0.000000,     0.000000, 45135.000000,177,4.121357,   137.095200,    11.708765,   138.000000,     0.000000,     0.000000, 19799.000000,1769
373,1252.000000,514440.000000,609028.000000,1878.000000,410.894568,486.444089,1.500000,1565.000000,46773.086261,39030.083067,-27685.380191,0.000000,0.000000,0.115977,3.466226,2.892413,-2.051688,0.000000,0.000000,6.474617,6.553796,0.674566,6.474617,2.560038,0.877017,12.000000,14.000000,2.000000,486,411,2,475,401,0,500,423,3,2.036741,   515.632541,    22.707543,   255.000000,     0.000000,     0.000000,  2550.000000,10,2.440095,   110.440053,    10.509046,   170.000000,     0.000000,     0.000000,  3055.000000,317
374,1668.000000,697424.000000,1431880.000000,2502.000000,418.119904,858.441247,1.500000,2085.000000,54763.242206,75656.019184,27851.750599,0.000000,0.000000,0.105400,2.768393,3.824565,1.407962,0.000000,0.000000,6.698359,9.300446,0.907032,6.698359,3.049663,0.967997,16.000000,14.000000,2.000000,858,418,2,847,402,0,872,430,3,6.879496,  1707.968073,    41.327570,   255.000000,     0.000000,     0.000000, 11475.000000,45,2.002997,    50.342522,     7.095246,    98.000000,     0.000000,     0.000000,  3341.000000,445
375,1428.000000,600888.000000,710284.000000,2142.000000,420.789915,497.397759,1.500000,1785.000000,56598.072829,85124.974789,-46460.672268,0.000000,0.000000,0.111002,3.519632,5.293619,-2.889223,0.000000,0.000000,8.924255,11.262277,1.141550,8.924255,3.355931,1.045117,18.000000,15.000000,2.000000,497,421,2,482,403,0,509,434,3,7.500000,  1857.550805,    43.099313,   255.000000,     0.000000,     0.000000, 10710.000000,42,1.754901,    38.388378,     6.195835,    72.000000,     0.000000,     0.000000,  2506.000000,298
376,4220.000000,1803528.000000,2423756.000000,6330.000000,427.376303,574.349763,1.500000,5275.000000,399711.749762,349950.430331,-21095.423696,0.000000,0.000000,0.077352,5.861340,5.131644,-0.309341,0.000000,0.000000,11.070337,30.832959,2.319221,11.070337,5.552743,1.323673,22.000000,23.000000,2.000000,574,427,2,556,405,0,597,445,3,7.009478,  1738.696283,    41.697677,   255.000000,     0.000000,     0.000000, 29580.000000,116,2.680568,    64.823751,     8.051319,    86.000000,     0.000000,     0.000000, 11312.000000,1090
377,2640.000000,1116384.000000,1758188.000000,3960.000000,422.872727,665.980303,1.500000,3300.000000,120738.975757,214581.236363,47381.381818,-0.000000,0.000000,0.090443,3.309092,5.881027,1.298581,-0.000000,0.000000,9.280562,18.605732,1.607585,9.280562,4.313436,1.171452,21.000000,17.000000,2.000000,666,423,2,652,405,0,683,444,3,9.272727,  2279.425402,    47.743328,   255.000000,     0.000000,     0.000000, 24480.000000,96,4.742045,   225.099406,    15.003313,   206.000000,     0.000000,     0.000000, 12519.000000,985
378,1668.000000,694228.000000,1267044.000000,2502.000000,416.203836,759.618705,1.500000,2085.000000,70137.496402,47334.695443,-4174.359712,0.000000,0.000000,0.105400,3.545592,2.392864,-0.211022,0.000000,0.000000,6.043858,9.065513,0.889541,6.043858,3.010899,0.961734,12.000000,17.000000,2.000000,760,416,2,747,405,0,777,428,3,7.796762,  1928.541153,    43.915158,   255.000000,     0.000000,     0.000000, 13005.000000,51,3.384292,    62.929015,     7.932781,    57.000000,     0.000000,     0.000000,  5645.000000,583
379,1924.000000,812304.000000,214892.000000,2886.000000,422.195426,111.690228,1.500000,2405.000000,74987.376299,89534.519750,-4023.525987,0.000000,0.000000,0.100502,3.133632,3.741540,-0.168138,0.000000,0.000000,6.975674,12.387310,1.175506,6.975674,3.519561,1.055378,16.000000,14.000000,2.000000,112,422,2,98,408,0,122,438,3,12.856029,  3114.628767,    55.808859,   255.000000,     0.000000,     0.000000, 24735.000000,97,4.473492,   114.531278,    10.701928,    96.000000,     0.000000,     0.000000,  8607.000000,856
380,1768.000000,747644.000000,445692.000000,2652.000000,422.875565,252.088235,1.500000,2210.000000,72598.235294,68736.624434,-29556.588235,0.000000,0.000000,0.103375,3.395859,3.215228,-1.382540,0.000000,0.000000,6.714463,9.690467,0.931104,6.714463,3.112951,0.976486,14.000000,16.000000,2.000000,252,423,2,236,409,0,264,436,3,7.932692,  1961.018104,    44.283384,   255.000000,     0.000000,     0.000000, 14025.000000,55,3.525452,   130.329855,    11.416210,   129.000000,     0.000000,     0.000000,  6233.000000,563
381,5856.000000,2530068.000000,1660016.000000,8784.000000,432.047131,283.472677,1.500000,7320.000000,709083.628415,767294.991803,-31526.459016,-0.000000,0.000000,0.069349,6.717835,7.269328,-0.298680,-0.000000,0.000000,14.056513,49.714942,3.380434,14.056513,7.050882,1.500804,24.000000,22.000000,2.000000,283,432,2,264,410,0,305,456,3,4.659323,  1166.617480,    34.155782,   255.000000,     0.000000,     0.000000, 27285.000000,107,3.653859,   115.764880,    10.759408,   142.000000,     0.000000,     0.000000, 21397.000000,1829
382,3448.000000,1462484.000000,1402604.000000,5172.000000,424.154292,406.787703,1.500000,4310.000000,341744.598607,188697.916473,-63611.058004,0.000000,0.000000,0.082741,6.560626,3.622519,-1.221170,0.000000,0.000000,10.265887,23.117306,1.843035,10.265887,4.808045,1.226058,16.000000,21.000000,2.000000,407,424,2,388,410,0,428,440,3,3.993619,  1002.714783,    31.665672,   255.000000,     0.000000,     0.000000, 13770.000000,54,1.231438,    23.087702,     4.804966,    64.000000,     0.000000,     0.000000,  4246.000000,635
383,2756.000000,1170804.000000,2010548.000000,4134.000000,424.820029,729.516690,1.500000,3445.000000,156432.232220,168174.734397,-21283.721335,0.000000,0.000000,0.089155,4.048436,4.352329,-0.550818,0.000000,0.000000,8.489921,18.065706,1.543889,8.489921,4.250377,1.155771,19.000000,17.000000,2.000000,730,425,2,713,410,0,746,444,3,10.177793,  2492.654403,    49.926489,   255.000000,     0.000000,     0.000000, 28050.000000,110,3.931422,    90.892210,     9.533740,   101.000000,     0.000000,     0.000000, 10835.000000,1034
384,2748.000000,1172908.000000,1216236.000000,4122.000000,426.822416,442.589519,1.500000,3435.000000,220376.978165,113865.339155,775.685589,0.000000,0.000000,0.089242,5.725462,2.958257,0.020152,0.000000,0.000000,8.772962,17.711939,1.511496,8.772962,4.208555,1.147631,14.000000,20.000000,2.000000,443,427,2,427,413,0,463,439,3,2.783842,   702.385730,    26.502560,   255.000000,     0.000000,     0.000000,  7650.000000,30,2.672489,    81.273840,     9.015200,   100.000000,     0.000000,     0.000000,  7344.000000,617
385,3284.000000,1424512.000000,288864.000000,4926.000000,433.773447,87.961023,1.500000,4105.000000,219059.010962,251735.444579,55371.001218,0.000000,0.000000,0.084096,4.487697,5.157115,1.134344,0.000000,0.000000,9.728908,22.667928,1.838073,9.728908,4.761084,1.224957,20.000000,20.000000,2.000000,88,434,2,71,414,0,108,453,3,8.075517,  1994.650402,    44.661509,   255.000000,     0.000000,     0.000000, 26520.000000,104,3.467113,    70.693709,     8.407955,   101.000000,     0.000000,     0.000000, 11386.000000,1215
386,2048.000000,876188.000000,274312.000000,3072.000000,427.826171,133.941406,1.500000,2560.000000,82240.968750,106438.117187,-27420.859375,0.000000,0.000000,0.098431,3.162143,4.092517,-1.054324,0.000000,0.000000,7.353092,12.543614,1.164396,7.353092,3.541696,1.052043,14.000000,13.000000,2.000000,134,428,2,121,414,0,147,441,3,12.824707,  3107.344440,    55.743559,   255.000000,     0.000000,     0.000000, 26265.000000,103,3.276855,    79.469478,     8.914565,    78.000000,     0.000000,     0.000000,  6711.000000,778
387,1292.000000,550732.000000,796004.000000,1938.000000,426.263157,616.102167,1.500000,1615.000000,34542.513931,40594.526315,3073.263157,0.000000,0.000000,0.114768,2.454731,2.884811,0.218398,0.000000,0.000000,5.454311,7.646549,0.807251,5.454311,2.765239,0.931114,15.000000,14.000000,2.000000,616,426,2,602,415,0,627,441,3,7.302631,  1810.243742,    42.546959,   255.000000,     0.000000,     0.000000,  9435.000000,37,2.031733,    37.513322,     6.124812,    59.000000,     0.000000,     0.000000,  2625.000000,402
388,592.000000,250120.000000,134912.000000,888.000000,422.500000,227.891891,1.500000,740.000000,8713.081081,6404.000000,1759.999999,0.000000,0.000000,0.148868,1.752842,1.288315,0.354065,0.000000,0.000000,3.190026,2.585584,0.317514,3.190026,1.607975,0.682214,7.000000,8.000000,2.000000,228,423,2,221,416,0,236,429,3,3.015202,   761.070834,    27.587512,   255.000000,     0.000000,     0.000000,  1785.000000,7,2.060810,    46.757717,     6.837961,    59.000000,     0.000000,     0.000000,  1220.000000,123
389,5664.000000,2467308.000000,1864868.000000,8496.000000,435.612288,329.249293,1.500000,7080.000000,921035.997174,518592.584745,191459.449152,0.000000,0.000000,0.070124,9.122466,5.136437,1.896323,0.000000,0.000000,14.329028,44.260828,3.033645,14.329028,6.652881,1.447621,20.000000,28.000000,2.000000,329,436,2,306,416,0,357,455,3,3.331567,   838.598501,    28.958565,   255.000000,     0.000000,     0.000000, 18870.000000,74,2.333156,    82.829301,     9.101060,   137.000000,     0.000000,     0.000000, 13215.000000,1262
390,2996.000000,1293844.000000,2416748.000000,4494.000000,431.857142,806.658210,1.500000,3745.000000,157914.008010,223910.857142,41517.714285,0.000000,0.000000,0.086708,3.656213,5.184251,0.961267,0.000000,0.000000,8.927174,18.797241,1.563418,8.927174,4.335578,1.160624,21.000000,14.000000,2.000000,807,432,2,793,416,0,820,453,3,12.256341,  2976.142614,    54.554033,   255.000000,     0.000000,     0.000000, 36720.000000,144,3.683911,    66.689704,     8.166376,    55.000000,     0.000000,     0.000000, 11037.000000,1297
391,1560.000000,666152.000000,25852.000000,2340.000000,427.020512,16.571794,1.500000,1950.000000,123349.958974,24407.343589,-15694.297435,0.000000,0.000000,0.107779,6.817726,1.349028,-0.867445,0.000000,0.000000,8.274533,9.325049,0.910178,8.274533,3.053694,0.969115,9.000000,17.000000,2.000000,17,427,2,0,418,0,34,436,3,3.105769,   782.827163,    27.979048,   255.000000,     0.000000,     0.000000,  4845.000000,19,2.299358,    42.537010,     6.522040,    62.000000,     0.000000,     0.000000,  3587.000000,427
392,2060.000000,887436.000000,1321920.000000,3090.000000,430.794174,641.708737,1.500000,2575.000000,141025.242718,65320.730097,5944.504854,0.000000,0.000000,0.098239,5.380309,2.492076,0.226791,0.000000,0.000000,7.970625,14.130090,1.312160,7.970625,3.759001,1.094785,13.000000,17.000000,2.000000,642,431,2,625,418,0,657,441,3,5.075242,  1269.044845,    35.623655,   255.000000,     0.000000,     0.000000, 10455.000000,41,3.920388,   138.623090,    11.773830,   115.000000,     0.000000,     0.000000,  8076.000000,669
393,2608.000000,1137140.000000,403144.000000,3912.000000,436.019938,154.579754,1.500000,3260.000000,235291.411042,188122.963190,-146382.147239,0.000000,0.000000,0.090811,6.554344,5.240407,-4.077663,0.000000,0.000000,11.885563,18.791199,1.609188,11.885563,4.334881,1.171841,16.000000,26.000000,2.000000,155,436,2,129,421,0,175,452,3,7.430981,  1840.386488,    42.899725,   255.000000,     0.000000,     0.000000, 19380.000000,76,4.351226,   152.250201,    12.338970,   101.000000,     0.000000,     0.000000, 11348.000000,967
394,1944.000000,842880.000000,1511064.000000,2916.000000,433.580246,777.296296,1.500000,2430.000000,94221.333333,67625.481481,-7102.222222,0.000000,0.000000,0.100156,3.883478,2.787289,-0.292729,0.000000,0.000000,6.770923,11.406805,1.075546,6.770923,3.377396,1.024573,13.000000,16.000000,2.000000,777,434,2,761,421,0,789,446,3,13.510802,  3264.392060,    57.134858,   255.000000,     0.000000,     0.000000, 26265.000000,103,3.798353,   103.217166,    10.159584,   108.000000,     0.000000,     0.000000,  7384.000000,680
395,5956.000000,2678808.000000,4975384.000000,8934.000000,449.766286,835.356615,1.500000,7445.000000,512934.549361,1109810.670248,-184759.591672,-0.000000,0.000000,0.068959,4.751043,10.279594,-1.711331,-0.000000,0.000000,15.099597,46.946648,3.165923,15.099597,6.851762,1.468363,28.000000,19.000000,2.000000,835,450,2,816,422,0,854,478,3,6.850235,  1700.169674,    41.233113,   255.000000,     0.000000,     0.000000, 40800.000000,160,3.203324,    76.898198,     8.769161,   130.000000,     0.000000,     0.000000, 19079.000000,2136
396,2972.000000,1312452.000000,1601320.000000,4458.000000,441.605652,538.802153,1.500000,3715.000000,177863.666218,192957.825033,-35103.876177,-0.000000,0.000000,0.086941,4.162512,4.515757,-0.821529,-0.000000,0.000000,8.765211,18.876487,1.575552,8.765211,4.344707,1.163619,19.000000,18.000000,2.000000,539,442,2,521,423,0,553,458,3,5.148048,  1286.682887,    35.870362,   255.000000,     0.000000,     0.000000, 15300.000000,60,2.400740,    68.078666,     8.250979,   111.000000,     0.000000,     0.000000,  7135.000000,863
397,1428.000000,624484.000000,979572.000000,2142.000000,437.313725,685.974789,1.500000,1785.000000,46891.092436,43595.450980,-13532.705882,0.000000,0.000000,0.111002,2.915990,2.711046,-0.841550,0.000000,0.000000,5.738039,7.821792,0.798906,5.738039,2.796746,0.927894,13.000000,14.000000,2.000000,686,437,2,674,424,0,700,447,3,9.464285,  2325.448618,    48.222905,   255.000000,     0.000000,     0.000000, 13515.000000,53,5.413865,   211.113108,    14.529731,   172.000000,     0.000000,     0.000000,  7731.000000,508
398,4316.000000,1922440.000000,2039064.000000,6474.000000,445.421686,472.443002,1.500000,5395.000000,467808.978683,319276.530120,-60682.265060,0.000000,0.000000,0.076774,6.657226,4.543512,-0.863548,0.000000,0.000000,11.277513,30.361405,2.264956,11.277513,5.510118,1.313267,19.000000,24.000000,2.000000,472,445,2,453,426,0,496,462,3,2.658711,   671.058234,    25.904791,   255.000000,     0.000000,     0.000000, 11475.000000,45,2.129518,    51.948690,     7.207543,    77.000000,     0.000000,     0.000000,  9191.000000,1045
399,1760.000000,777280.000000,63448.000000,2640.000000,441.636363,36.049999,1.500000,2200.000000,45211.599999,109047.272727,-20231.999999,0.000000,0.000000,0.103531,2.127647,5.131739,-0.952113,0.000000,0.000000,7.362918,10.763587,1.036558,7.362918,3.280790,1.012040,18.000000,11.000000,2.000000,36,442,2,25,427,0,47,460,3,11.301136,  2755.639794,    52.494188,   255.000000,     0.000000,     0.000000, 19890.000000,78,3.472159,    84.816734,     9.209600,   112.000000,     0.000000,     0.000000,  6111.000000,720
400,1412.000000,621172.000000,80852.000000,2118.000000,439.923512,57.260623,1.500000,1765.000000,47352.090651,40243.739376,1596.147308,0.000000,0.000000,0.111420,2.989231,2.540497,0.100761,0.000000,0.000000,5.641149,8.200107,0.845011,5.641149,2.863582,0.945411,13.000000,11.000000,2.000000,57,440,2,46,427,0,68,449,3,10.293909,  2520.767560,    50.207246,   255.000000,     0.000000,     0.000000, 14535.000000,57,3.517705,    69.935193,     8.362726,    61.000000,     0.000000,     0.000000,  4967.000000,508
401,4596.000000,2083852.000000,842948.000000,6894.000000,453.405570,183.409051,1.500000,5745.000000,540878.983463,563084.017406,238805.528285,0.000000,0.000000,0.075182,7.078263,7.368852,3.125151,0.000000,0.000000,14.522298,43.478280,3.187144,14.522298,6.593806,1.471636,26.000000,28.000000,2.000000,183,453,2,155,427,0,202,477,3,6.657963,  1653.812038,    40.667087,   255.000000,     0.000000,     0.000000, 30600.000000,120,4.445387,   155.659911,    12.476374,   152.000000,     0.000000,     0.000000, 20431.000000,1963
402,1456.000000,639348.000000,1095352.000000,2184.000000,439.112637,752.302197,1.500000,1820.000000,60059.032967,39353.527472,21610.439560,0.000000,0.000000,0.110286,3.639400,2.384707,1.309528,0.000000,0.000000,6.134394,7.628418,0.768040,6.134394,2.761959,0.915787,12.000000,14.000000,2.000000,752,439,2,740,427,0,766,449,3,9.282280,  2282.388304,    47.774347,   255.000000,     0.000000,     0.000000, 13515.000000,53,6.032280,   213.715108,    14.618998,   136.000000,     0.000000,     0.000000,  8783.000000,655
403,1452.000000,642004.000000,736916.000000,2178.000000,442.151515,507.517906,1.500000,1815.000000,51282.534435,40266.666666,-4981.939393,0.000000,0.000000,0.110387,3.118990,2.449007,-0.303000,0.000000,0.000000,5.678385,8.161261,0.833055,5.678385,2.856792,0.940931,12.000000,13.000000,2.000000,508,442,2,496,430,0,521,452,3,3.688016,   927.481510,    30.454581,   255.000000,     0.000000,     0.000000,  5355.000000,21,2.802341,    76.955390,     8.772422,    80.000000,     0.000000,     0.000000,  4069.000000,356
404,16.000000,6904.000000,11304.000000,24.000000,431.500000,706.500000,1.500000,20.000000,20.000000,20.000000,-20.000000,0.000000,0.000000,0.496062,0.496062,0.496062,-0.496062,0.000000,0.000000,1.488188,0.492156,0.000000,1.488188,0.701538,-0.000000,2.000000,2.000000,2.000000,707,432,2,705,430,0,708,433,3,31.875000,  7586.250000,    87.099081,   255.000000,     0.000000,     0.000000,   510.000000,2,4.812500,    91.362499,     9.558373,    35.000000,     0.000000,     0.000000,    77.000000,7
405,2744.000000,1228912.000000,1648576.000000,4116.000000,447.854227,600.793002,1.500000,3430.000000,147378.425655,171885.690962,-36754.798833,0.000000,0.000000,0.089285,3.836381,4.474325,-0.956757,0.000000,0.000000,8.399992,16.991861,1.450878,8.399992,4.122118,1.132079,19.000000,17.000000,2.000000,601,448,2,586,432,0,618,467,3,6.783892,  1684.485179,    41.042480,   255.000000,     0.000000,     0.000000, 18615.000000,73,4.405976,   181.220467,    13.461815,   186.000000,     0.000000,     0.000000, 12090.000000,878
406,1924.000000,859340.000000,448640.000000,2886.000000,446.642411,233.180873,1.500000,2405.000000,64901.056133,92865.979209,-8987.559251,0.000000,0.000000,0.100502,2.712137,3.880757,-0.375579,0.000000,0.000000,6.693397,11.046688,1.043622,6.693397,3.323655,1.014334,14.000000,12.000000,2.000000,233,447,2,221,433,0,244,458,3,7.024428,  1742.792434,    41.746765,   255.000000,     0.000000,     0.000000, 13515.000000,53,2.978170,    98.821156,     9.940883,   134.000000,     0.000000,     0.000000,  5730.000000,546
407,3080.000000,1388048.000000,2176328.000000,4620.000000,450.664935,706.599999,1.500000,3850.000000,234395.199999,193494.212986,-93452.799999,-0.000000,0.000000,0.085913,5.230554,4.317844,-2.085409,-0.000000,0.000000,9.634312,19.056124,1.566694,9.634312,4.365332,1.161434,18.000000,19.000000,2.000000,707,451,2,689,433,0,726,466,3,9.686688,  2377.045357,    48.754952,   255.000000,     0.000000,     0.000000, 29835.000000,117,4.572727,   129.377625,    11.374428,   114.000000,     0.000000,     0.000000, 14084.000000,1316
