Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nMS2_mean,nMS2_var,nMS2_stdev,nMS2_max,nMS2_min,nMS2_median,nMS2_muc,nMS2_notempty,cMS2_mean,cMS2_var,cMS2_stdev,cMS2_max,cMS2_min,cMS2_median,cMS2_muc,cMS2_notempty
0,2492.000000,31188.000000,891268.000000,3738.000000,12.515249,357.651685,1.500000,3115.000000,148237.662921,154574.420546,-12944.764045,0.000000,0.000000,0.092199,4.387608,4.575167,-0.383145,0.000000,0.000000,9.054974,20.753599,1.837276,9.054974,4.555612,1.224780,20.000000,19.000000,2.000000,358,13,2,339,0,0,375,33,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.030498,    12.878235,     3.588626,    61.000000,     0.000000,     0.000000,  2568.000000,640
1,1480.000000,23296.000000,561152.000000,2220.000000,15.740541,379.156757,1.500000,1850.000000,29851.632432,76836.367568,-16067.805405,0.000000,0.000000,0.109687,1.769915,4.555659,-0.952667,0.000000,0.000000,6.435261,7.849391,0.784873,6.435261,2.801677,0.922429,16.000000,10.000000,2.000000,379,16,2,369,0,0,387,31,3,0.689189,   175.386766,    13.243367,   255.000000,     0.000000,     0.000000,  1020.000000,4,1.331757,    16.597774,     4.074037,    42.000000,     0.000000,     0.000000,  1971.000000,380
2,2536.000000,65284.000000,1181760.000000,3804.000000,25.742902,465.993691,1.500000,3170.000000,69071.899054,375668.372240,54119.886435,0.000000,0.000000,0.091663,1.997265,10.862730,1.564917,0.000000,0.000000,12.951658,20.425572,1.764216,12.951658,4.519466,1.208326,23.000000,13.000000,2.000000,466,26,2,456,4,0,479,49,3,0.703864,   179.060593,    13.381352,   255.000000,     0.000000,     0.000000,  1785.000000,7,1.226341,    23.013049,     4.797192,    70.000000,     0.000000,     0.000000,  3110.000000,684
3,1640.000000,38960.000000,792656.000000,2460.000000,23.756098,483.326829,1.500000,2050.000000,44800.819512,86974.439024,18094.731707,0.000000,0.000000,0.105997,2.316474,4.497106,0.935607,0.000000,0.000000,6.919578,10.264293,1.011435,6.919578,3.203793,1.003797,18.000000,13.000000,2.000000,483,24,2,473,6,0,496,36,3,1.710366,   433.482260,    20.820237,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.206098,    12.457803,     3.529561,    32.000000,     0.000000,     0.000000,  1978.000000,443
4,6076.000000,199520.000000,1984204.000000,9114.000000,32.837393,326.564187,1.500000,7595.000000,808117.967083,794627.344305,-171510.583278,0.000000,0.000000,0.068502,7.288717,7.167040,-1.546918,0.000000,0.000000,14.524259,50.835819,3.414528,14.524259,7.129924,1.505833,24.000000,26.000000,2.000000,327,33,2,306,10,0,353,57,3,2.838381,   711.644657,    26.676669,   255.000000,     0.000000,     0.000000, 17246.000000,70,1.360270,    20.772406,     4.557676,    71.000000,     0.000000,     0.000000,  8265.000000,1669
5,36.000000,760.000000,10856.000000,54.000000,21.111111,301.555556,1.500000,45.000000,24.888889,35.555556,-2.222222,0.000000,0.000000,0.378567,0.209380,0.299115,-0.018695,0.000000,0.000000,0.887061,0.254778,0.023577,0.887061,0.504756,0.286744,2.000000,2.000000,2.000000,302,21,2,300,20,0,303,23,3,7.083333,  1806.250000,    42.500000,   255.000000,     0.000000,     0.000000,   255.000000,1,0.833333,     3.685714,     1.919821,     8.000000,     0.000000,     0.000000,    30.000000,9
6,4224.000000,175812.000000,1203848.000000,6336.000000,41.622159,285.001894,1.500000,5280.000000,469591.984848,297912.965909,-90684.977273,0.000000,0.000000,0.077328,6.877366,4.363057,-1.328118,0.000000,0.000000,11.317750,29.111635,2.183924,11.317750,5.395520,1.297416,18.000000,23.000000,2.000000,285,42,2,262,24,0,305,59,3,1.960464,   490.476059,    22.146694,   255.000000,     0.000000,     0.000000,  8281.000000,34,1.320786,    17.589471,     4.193980,    64.000000,     0.000000,     0.000000,  5579.000000,1158
7,4532.000000,226228.000000,1646920.000000,6798.000000,49.917917,363.398058,1.500000,5665.000000,624717.902913,315405.465137,-49947.922330,0.000000,0.000000,0.075535,8.329727,4.205484,-0.665985,0.000000,0.000000,12.610746,35.533843,2.612520,12.610746,5.961027,1.377272,20.000000,27.000000,2.000000,363,50,2,336,30,0,386,69,3,1.741395,   439.903093,    20.973867,   255.000000,     0.000000,     0.000000,  7892.000000,32,2.456752,    52.825982,     7.268148,   102.000000,     0.000000,     0.000000, 11134.000000,1551
8,160.000000,6164.000000,72648.000000,240.000000,38.525000,454.050000,1.500000,200.000000,559.600000,1591.900000,447.800000,0.000000,0.000000,0.230252,0.644245,1.832691,0.515534,0.000000,0.000000,2.707188,1.485246,0.210664,2.707188,1.218707,0.595018,8.000000,5.000000,2.000000,454,39,2,451,31,0,459,43,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.218750,    81.832351,     9.046124,    68.000000,     0.000000,     0.000000,   515.000000,41
9,16.000000,536.000000,6112.000000,24.000000,33.500000,382.000000,1.500000,20.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.496063,0.000000,0.496063,0.000000,0.000000,0.000000,0.992126,0.246078,0.000000,0.992126,0.496063,-0.000000,2.000000,0.000000,2.000000,382,34,2,382,32,0,382,35,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.062500,    33.395833,     5.778913,    17.000000,     0.000000,     1.000000,    49.000000,9
10,4.000000,140.000000,1992.000000,6.000000,35.000000,498.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,498,35,2,498,35,0,498,35,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0
11,8.000000,280.000000,4548.000000,12.000000,35.000000,568.500000,1.500000,10.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.625000,0.125000,0.000000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,0.000000,1.000000,2.000000,569,35,2,568,35,0,569,35,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.375000,     0.267857,     0.517549,     1.000000,     0.000000,     0.000000,     3.000000,3
12,2104.000000,104920.000000,1046720.000000,3156.000000,49.866920,497.490494,1.500000,2630.000000,129469.809886,77874.737643,45253.338403,0.000000,0.000000,0.097550,4.802207,2.888477,1.678506,0.000000,0.000000,7.788234,11.803909,1.078289,7.788234,3.435682,1.025443,13.000000,17.000000,2.000000,497,50,2,482,37,0,514,61,3,0.478612,   119.252039,    10.920258,   255.000000,     0.000000,     0.000000,  1007.000000,5,2.609791,    55.311763,     7.437188,    64.000000,     0.000000,     0.000000,  5491.000000,710
13,8.000000,304.000000,4628.000000,12.000000,38.000000,578.500000,1.500000,10.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.625000,0.125000,0.000000,0.000000,0.000000,0.000000,0.750000,0.078125,0.000000,0.750000,0.279508,-0.000000,0.000000,1.000000,2.000000,579,38,2,578,38,0,579,38,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.375000,     6.553571,     2.559994,     6.000000,     0.000000,     0.000000,    11.000000,2
14,1640.000000,78252.000000,923776.000000,2460.000000,47.714634,563.278049,1.500000,2050.000000,77769.209756,44342.448780,-4393.873171,0.000000,0.000000,0.105997,4.021140,2.292774,-0.227190,0.000000,0.000000,6.419911,9.837209,0.971779,6.419911,3.136432,0.990503,13.000000,16.000000,2.000000,563,48,2,549,39,0,579,61,3,1.776220,   435.534394,    20.869461,   255.000000,     0.000000,     0.000000,  2913.000000,13,0.593902,     5.322477,     2.307049,    42.000000,     0.000000,     0.000000,   974.000000,303
15,408.000000,21832.000000,244528.000000,612.000000,53.509804,599.333333,1.500000,510.000000,40186.666667,26085.960784,31482.666667,0.000000,0.000000,0.168535,13.280113,8.620384,10.403783,0.000000,0.000000,22.069032,9.931969,1.051821,22.069032,3.151503,1.016984,15.000000,17.000000,2.000000,599,54,2,582,39,0,615,65,3,1.875000,   475.775491,    21.812278,   255.000000,     0.000000,     0.000000,   765.000000,3,0.399510,     1.198722,     1.094862,    11.000000,     0.000000,     0.000000,   163.000000,85
16,48.000000,2020.000000,12316.000000,72.000000,42.083333,256.583333,1.500000,60.000000,83.666667,43.666667,-30.333333,0.000000,0.000000,0.343951,0.479620,0.250320,-0.173886,0.000000,0.000000,1.073891,0.340885,0.030894,1.073891,0.583854,0.313781,2.000000,3.000000,2.000000,257,42,2,254,40,0,258,43,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.333333,     0.482270,     0.694456,     3.000000,     0.000000,     0.000000,    16.000000,11
17,1604.000000,86392.000000,720472.000000,2406.000000,53.860349,449.172070,1.500000,2005.000000,95908.508728,34880.718204,-15649.456359,0.000000,0.000000,0.106785,5.108005,1.857717,-0.833477,0.000000,0.000000,7.072507,9.538377,0.939122,7.072507,3.088426,0.979281,11.000000,16.000000,2.000000,449,54,2,435,44,0,465,65,3,2.225686,   562.947163,    23.726508,   255.000000,     0.000000,     0.000000,  3570.000000,14,2.181421,    43.357584,     6.584648,    65.000000,     0.000000,     0.000000,  3499.000000,557
18,8.000000,372.000000,1988.000000,12.000000,46.500000,248.500000,1.500000,10.000000,2.000000,2.000000,-2.000000,0.000000,0.000000,0.625000,0.125000,0.125000,-0.125000,0.000000,0.000000,0.875000,0.156250,-0.000000,0.875000,0.395285,-0.000001,1.000000,1.000000,2.000000,249,47,2,248,46,0,249,47,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.125000,     0.125000,     0.353553,     1.000000,     0.000000,     0.000000,     1.000000,1
19,4212.000000,305376.000000,1099904.000000,6318.000000,72.501425,261.135802,1.500000,5265.000000,222542.320988,679380.991453,105825.185185,0.000000,0.000000,0.077401,3.271610,9.987625,1.555743,0.000000,0.000000,13.336636,31.281553,2.341792,13.336636,5.592991,1.327953,26.000000,16.000000,2.000000,261,73,2,246,47,0,277,96,3,1.755698,   444.726101,    21.088530,   255.000000,     0.000000,     0.000000,  7395.000000,29,1.575261,    22.602978,     4.754259,    73.000000,     0.000000,     0.000000,  6635.000000,1039
20,476.000000,25728.000000,258592.000000,714.000000,54.050420,543.260504,1.500000,595.000000,5731.697479,5182.789916,2305.747899,0.000000,0.000000,0.160094,1.542200,1.394508,0.620396,0.000000,0.000000,3.096802,2.235867,0.282680,3.096802,1.495282,0.656294,8.000000,9.000000,2.000000,543,54,2,534,47,0,550,62,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.149160,     5.706126,     2.388750,    20.000000,     0.000000,     0.000000,   547.000000,186
21,1864.000000,111980.000000,1092872.000000,2796.000000,60.075107,586.304721,1.500000,2330.000000,89122.918455,59025.484979,14213.339056,0.000000,0.000000,0.101569,3.885034,2.573031,0.619586,0.000000,0.000000,6.559634,10.268366,0.976325,6.559634,3.204429,0.992045,13.000000,13.000000,2.000000,586,60,2,574,47,0,599,70,3,1.368026,   347.161317,    18.632265,   255.000000,     0.000000,     0.000000,  2550.000000,10,0.578863,     3.516053,     1.875114,    28.000000,     0.000000,     0.000000,  1079.000000,391
22,52.000000,2728.000000,20320.000000,78.000000,52.461538,390.769231,1.500000,65.000000,57.230769,92.923077,5.538462,0.000000,0.000000,0.334895,0.294866,0.478761,0.028535,0.000000,0.000000,1.108523,0.399441,0.047005,1.108523,0.632013,0.360895,3.000000,2.000000,2.000000,391,52,2,389,50,0,393,55,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.288462,     0.601433,     0.775521,     3.000000,     0.000000,     0.000000,    15.000000,8
23,2072.000000,130860.000000,986924.000000,3108.000000,63.156371,476.314672,1.500000,2590.000000,108662.833977,72289.335907,4714.046332,0.000000,0.000000,0.098050,4.113657,2.736662,0.178460,0.000000,0.000000,6.948369,11.897514,1.100692,6.948369,3.449277,1.032496,13.000000,16.000000,2.000000,476,63,2,463,50,0,492,75,3,0.984556,   250.213185,    15.818128,   255.000000,     0.000000,     0.000000,  2040.000000,8,2.041506,    51.681521,     7.188986,   106.000000,     0.000000,     0.000000,  4230.000000,698
24,1796.000000,125100.000000,427684.000000,2694.000000,69.654788,238.131403,1.500000,2245.000000,39324.988864,114453.968820,6049.469933,0.000000,0.000000,0.102835,1.801331,5.242709,0.277104,0.000000,0.000000,7.146875,10.091441,0.963263,7.146875,3.176703,0.987601,18.000000,10.000000,2.000000,238,70,2,229,52,0,248,85,3,1.277840,   324.396857,    18.011020,   255.000000,     0.000000,     0.000000,  2295.000000,9,1.504454,    19.285217,     4.391494,    46.000000,     0.000000,     0.000000,  2702.000000,602
25,1604.000000,107388.000000,480196.000000,2406.000000,66.950125,299.374065,1.500000,2005.000000,70823.561097,51084.009975,-9034.074813,0.000000,0.000000,0.106785,3.772002,2.720691,-0.481147,0.000000,0.000000,6.599477,10.724268,1.071151,6.599477,3.274793,1.023176,14.000000,16.000000,2.000000,299,67,2,283,53,0,313,81,3,2.543641,   642.558918,    25.348746,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.095387,    42.652780,     6.530910,    61.000000,     0.000000,     0.000000,  3361.000000,466
26,136.000000,7328.000000,55580.000000,204.000000,53.882353,408.676471,1.500000,170.000000,1637.764706,126.117647,-5.176471,0.000000,0.000000,0.243069,2.341709,0.180326,-0.007401,0.000000,0.000000,2.765104,1.035245,0.102628,2.765104,1.017470,0.468189,2.000000,7.000000,2.000000,409,54,2,402,53,0,416,56,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.375000,     8.339815,     2.887874,    20.000000,     0.000000,     0.000000,   187.000000,54
27,92.000000,5020.000000,39440.000000,138.000000,54.565217,428.695652,1.500000,115.000000,371.478261,198.608696,171.826087,0.000000,0.000000,0.276894,0.894437,0.478205,0.413719,0.000000,0.000000,1.649536,0.636638,0.071040,1.649536,0.797896,0.414160,3.000000,5.000000,2.000000,429,55,2,424,53,0,431,58,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.836957,    26.006092,     5.099617,    21.000000,     0.000000,     1.000000,   261.000000,47
28,60.000000,3204.000000,31284.000000,90.000000,53.400000,521.400000,1.500000,75.000000,342.400000,14.400000,-21.600000,0.000000,0.000000,0.319296,1.457691,0.061305,-0.091957,0.000000,0.000000,1.838291,0.565916,0.025833,1.838291,0.752274,0.295615,1.000000,5.000000,2.000000,521,53,2,518,53,0,526,54,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.416667,     1.128531,     1.062323,     7.000000,     0.000000,     0.000000,    25.000000,15
29,1556.000000,104600.000000,628560.000000,2334.000000,67.223650,403.958869,1.500000,1945.000000,73829.367609,46414.169666,30122.313625,0.000000,0.000000,0.107872,4.094646,2.574173,1.670612,0.000000,0.000000,6.776691,8.468761,0.835938,6.776691,2.910114,0.942015,11.000000,14.000000,2.000000,404,67,2,391,56,0,418,78,3,3.605398,   906.960588,    30.115786,   255.000000,     0.000000,     0.000000,  5610.000000,22,2.609254,    51.202847,     7.155616,    81.000000,     0.000000,     0.000000,  4060.000000,563
30,528.000000,32608.000000,222352.000000,792.000000,61.757576,421.121212,1.500000,660.000000,6960.242424,5432.969697,1731.515152,0.000000,0.000000,0.154656,1.630969,1.273089,0.405740,0.000000,0.000000,3.058714,2.360873,0.295662,3.058714,1.536513,0.666190,7.000000,8.000000,2.000000,421,62,2,413,56,0,429,69,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,2.520833,    37.229167,     6.101571,    40.000000,     0.000000,     0.000000,  1331.000000,221
31,2100.000000,142012.000000,1115688.000000,3150.000000,67.624762,531.280000,1.500000,2625.000000,125543.360000,83244.312381,43896.640000,0.000000,0.000000,0.097612,4.668400,3.095486,1.632321,0.000000,0.000000,7.861498,12.544343,1.150504,7.861498,3.541799,1.047843,13.000000,17.000000,2.000000,531,68,2,514,56,0,547,81,3,1.942857,   491.888110,    22.178551,   255.000000,     0.000000,     0.000000,  4080.000000,16,2.106190,    50.027308,     7.072999,    70.000000,     0.000000,     0.000000,  4423.000000,558
32,1024.000000,66324.000000,334212.000000,1536.000000,64.769531,326.378906,1.500000,1280.000000,42232.984375,13701.609375,-8034.578125,0.000000,0.000000,0.124016,4.091839,1.327512,-0.778448,0.000000,0.000000,5.543366,5.498066,0.598497,5.543366,2.344795,0.842728,7.000000,15.000000,2.000000,326,65,2,315,58,0,341,72,3,0.498047,   126.877807,    11.264005,   255.000000,     0.000000,     0.000000,   510.000000,2,3.311523,    67.757208,     8.231477,    62.000000,     0.000000,     0.000000,  3391.000000,402
33,40.000000,2400.000000,8968.000000,60.000000,60.000000,224.200000,1.500000,50.000000,62.400000,24.000000,-24.000000,0.000000,0.000000,0.365502,0.456147,0.175441,-0.175441,0.000000,0.000000,0.997090,0.280094,0.018000,0.997090,0.529239,0.262074,1.000000,2.000000,2.000000,224,60,2,222,59,0,226,61,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.925000,    11.250641,     3.354198,    20.000000,     0.000000,     0.000000,    37.000000,11
34,868.000000,61936.000000,332844.000000,1302.000000,71.354839,383.460829,1.500000,1085.000000,13607.668203,21686.709677,-4117.935484,0.000000,0.000000,0.131040,1.643453,2.619192,-0.497340,0.000000,0.000000,4.393686,4.615750,0.531651,4.393686,2.148430,0.810107,12.000000,10.000000,2.000000,383,71,2,376,59,0,393,82,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.017281,     9.013542,     3.002256,    27.000000,     0.000000,     0.000000,   883.000000,197
35,1996.000000,146804.000000,1118568.000000,2994.000000,73.549098,560.404810,1.500000,2495.000000,72816.913828,92462.188377,7372.328657,0.000000,0.000000,0.099279,2.897465,3.679172,0.293353,0.000000,0.000000,6.675916,11.227138,1.049796,6.675916,3.350692,1.016330,15.000000,14.000000,2.000000,560,74,2,548,60,0,574,89,3,2.938377,   741.023268,    27.221743,   255.000000,     0.000000,     0.000000,  5865.000000,23,1.563126,    13.891251,     3.727097,    35.000000,     0.000000,     0.000000,  3120.000000,708
36,176.000000,11216.000000,49376.000000,264.000000,63.727273,280.545455,1.500000,220.000000,1203.636364,402.909091,-117.818182,0.000000,0.000000,0.223052,1.220333,0.408498,-0.119453,0.000000,0.000000,1.851883,0.847549,0.108010,1.851883,0.920624,0.476234,3.000000,6.000000,2.000000,281,64,2,275,61,0,285,67,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,0.835227,     5.395552,     2.322833,    22.000000,     0.000000,     0.000000,   147.000000,47
37,1200.000000,92956.000000,413760.000000,1800.000000,77.463333,344.800000,1.500000,1500.000000,16576.000000,58698.386667,-3836.800000,0.000000,0.000000,0.117630,1.299884,4.603108,-0.300881,0.000000,0.000000,6.020622,6.587345,0.693188,6.020622,2.566582,0.885015,16.000000,9.000000,2.000000,345,77,2,337,63,0,354,93,3,3.400000,   856.153461,    29.260100,   255.000000,     0.000000,     0.000000,  4080.000000,16,1.121667,    13.079430,     3.616549,    42.000000,     0.000000,     0.000000,  1346.000000,315
38,2020.000000,163028.000000,871896.000000,3030.000000,80.706931,431.631683,1.500000,2525.000000,54477.972277,156122.502970,-29294.043564,0.000000,0.000000,0.098884,2.133466,6.114069,-1.147213,0.000000,0.000000,8.346419,12.543611,1.159718,8.346419,3.541696,1.050632,19.000000,12.000000,2.000000,432,81,2,421,63,0,444,100,3,1.262376,   320.470996,    17.901704,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.806436,    28.651469,     5.352707,    49.000000,     0.000000,     0.000000,  3649.000000,629
39,2932.000000,249340.000000,1328144.000000,4398.000000,85.040928,452.982265,1.500000,3665.000000,128787.077763,278955.088677,-31441.871760,0.000000,0.000000,0.087335,3.068930,6.647357,-0.749244,0.000000,0.000000,9.803622,20.687481,1.732632,9.803622,4.548349,1.201071,22.000000,14.000000,2.000000,453,85,2,439,63,0,465,101,3,3.565825,   896.876252,    29.947892,   255.000000,     0.000000,     0.000000, 10455.000000,41,1.700546,    23.857755,     4.884440,    56.000000,     0.000000,     0.000000,  4986.000000,830
40,1280.000000,94632.000000,276840.000000,1920.000000,73.931250,216.281250,1.500000,1600.000000,38890.750000,29889.950000,-5255.250000,0.000000,0.000000,0.115126,2.798335,2.150694,-0.378135,0.000000,0.000000,5.064155,6.445137,0.676408,5.064155,2.538727,0.877815,10.000000,11.000000,2.000000,216,74,2,205,64,0,226,84,3,4.781250,  1197.293784,    34.601933,   255.000000,     0.000000,     0.000000,  6120.000000,24,1.192969,     8.274696,     2.876577,    31.000000,     0.000000,     0.000000,  1527.000000,444
41,1632.000000,121304.000000,828972.000000,2448.000000,74.328431,507.948529,1.500000,2040.000000,90199.676471,42815.960784,26815.588235,0.000000,0.000000,0.106170,4.694379,2.228326,1.395598,0.000000,0.000000,7.028875,9.247899,0.903819,7.028875,3.041036,0.966853,10.000000,17.000000,2.000000,508,74,2,495,64,0,525,83,3,1.406250,   356.834860,    18.890073,   255.000000,     0.000000,     0.000000,  2295.000000,9,2.509804,    72.552939,     8.517801,   105.000000,     0.000000,     0.000000,  4096.000000,565
42,1196.000000,93348.000000,436840.000000,1794.000000,78.050167,365.250836,1.500000,1495.000000,25392.749164,45944.989967,17952.949833,0.000000,0.000000,0.117760,2.000176,3.619067,1.414146,0.000000,0.000000,5.737003,5.900685,0.616943,5.737003,2.429133,0.851298,14.000000,10.000000,2.000000,365,78,2,355,66,0,374,92,3,4.464883,  1114.183703,    33.379390,   255.000000,     0.000000,     0.000000,  5340.000000,22,2.016722,    27.440724,     5.238389,    49.000000,     0.000000,     0.000000,  2412.000000,495
43,2740.000000,224200.000000,1689248.000000,4110.000000,81.824818,616.513869,1.500000,3425.000000,265516.472993,135115.912409,96238.656934,0.000000,0.000000,0.089329,6.925068,3.524026,2.510049,0.000000,0.000000,10.538423,19.037183,1.617195,10.538423,4.363162,1.173782,16.000000,22.000000,2.000000,617,82,2,597,66,0,639,94,3,1.116788,   283.637323,    16.841536,   255.000000,     0.000000,     0.000000,  3060.000000,12,0.908394,    10.177440,     3.190210,    39.000000,     0.000000,     0.000000,  2489.000000,681
44,1588.000000,130340.000000,512344.000000,2382.000000,82.078086,322.634761,1.500000,1985.000000,96424.161209,36922.317380,9485.289673,0.000000,0.000000,0.107142,5.204574,1.992913,0.511976,0.000000,0.000000,7.304629,10.881296,1.083221,7.304629,3.298681,1.027005,10.000000,16.000000,2.000000,323,82,2,307,73,0,336,92,3,0.642317,   163.481308,    12.785981,   255.000000,     0.000000,     0.000000,  1020.000000,4,3.953401,   131.042566,    11.447382,   126.000000,     0.000000,     0.000000,  6278.000000,605
45,1476.000000,125052.000000,872588.000000,2214.000000,84.723577,591.184282,1.500000,1845.000000,59789.875339,67751.219512,44703.186992,0.000000,0.000000,0.109786,3.557781,4.031518,2.660051,0.000000,0.000000,7.699085,8.100586,0.797859,7.699085,2.846153,0.927489,13.000000,14.000000,2.000000,591,85,2,577,73,0,605,98,3,1.900407,   481.318210,    21.938966,   255.000000,     0.000000,     0.000000,  2805.000000,11,1.249322,    11.071355,     3.327365,    32.000000,     0.000000,     0.000000,  1844.000000,503
46,7352.000000,771680.000000,2090336.000000,11028.000000,104.961915,284.322089,1.500000,9190.000000,1233797.292709,1183829.336235,-237857.815016,0.000000,0.000000,0.064285,8.630510,8.280981,-1.663834,0.000000,0.000000,16.975776,69.787896,4.416412,16.975776,8.353915,1.640677,31.000000,30.000000,2.000000,284,105,2,254,74,0,311,132,3,3.295022,   829.486206,    28.800802,   255.000000,     0.000000,     0.000000, 24225.000000,95,2.137106,    49.223752,     7.015964,   103.000000,     0.000000,     0.000000, 15712.000000,2111
47,3340.000000,308460.000000,1604732.000000,5010.000000,92.353293,480.458683,1.500000,4175.000000,188613.298204,328155.113772,-78977.245509,0.000000,0.000000,0.083623,3.777841,6.572802,-1.581879,0.000000,0.000000,10.434267,23.194216,1.867199,10.434267,4.816037,1.231393,23.000000,16.000000,2.000000,480,92,2,468,75,0,496,115,3,3.812874,   956.112622,    30.921071,   255.000000,     0.000000,     0.000000, 12735.000000,51,2.281437,    48.534726,     6.966687,   104.000000,     0.000000,     0.000000,  7620.000000,1043
48,4.000000,308.000000,800.000000,6.000000,77.000000,200.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,200,77,2,200,77,0,200,77,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,3.500000,    49.000000,     7.000000,    14.000000,     0.000000,     0.000000,    14.000000,1
49,3556.000000,331100.000000,1415640.000000,5334.000000,93.110236,398.098988,1.500000,4445.000000,316285.156355,244620.787402,-10226.803150,0.000000,0.000000,0.081895,5.827243,4.506898,-0.188419,0.000000,0.000000,10.416036,27.073598,2.147877,10.416036,5.203230,1.290238,21.000000,21.000000,2.000000,398,93,2,377,79,0,419,114,3,1.645107,   415.110584,    20.374263,   255.000000,     0.000000,     0.000000,  5850.000000,24,2.114736,    42.696255,     6.534237,    61.000000,     0.000000,     0.000000,  7520.000000,1043
50,1580.000000,153516.000000,309056.000000,2370.000000,97.162025,195.605063,1.500000,1975.000000,26185.559494,134806.521519,8393.103797,0.000000,0.000000,0.107323,1.422937,7.325458,0.456086,0.000000,0.000000,8.855718,11.154553,1.096370,8.855718,3.339843,1.031143,19.000000,11.000000,2.000000,196,97,2,185,80,0,205,116,3,1.613924,   409.204872,    20.228813,   255.000000,     0.000000,     0.000000,  2550.000000,10,1.618987,    15.434218,     3.928641,    31.000000,     0.000000,     0.000000,  2558.000000,551
51,4.000000,324.000000,1672.000000,6.000000,81.000000,418.000000,1.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.000000,0.000000,0.000000,0.787451,0.000000,0.000000,0.787451,0.000000,-0.000000,0.000000,0.000000,2.000000,418,81,2,418,81,0,418,81,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.500000,     3.000000,     1.732051,     3.000000,     0.000000,     0.000000,     6.000000,2
52,2516.000000,251104.000000,1340564.000000,3774.000000,99.802862,532.815580,1.500000,3145.000000,104290.429253,211782.219396,-70019.472178,0.000000,0.000000,0.091905,3.047640,6.188831,-2.046152,0.000000,0.000000,9.328376,15.523467,1.348670,9.328376,3.939983,1.104846,18.000000,13.000000,2.000000,533,100,2,520,82,0,546,118,3,1.410175,   354.454354,    18.826958,   255.000000,     0.000000,     0.000000,  3548.000000,15,2.686010,    57.024234,     7.551439,    62.000000,     0.000000,     0.000000,  6758.000000,954
